sentence,sentiment,topic,split,source,processed_text
môn game là môn khó mà lượng thời gian thực hành quá ít .,negative,training_program,validation,UIT-VSFC,môn game_môn khó lượng thời_gian thực_hành quá ít
"slide bài giảng đầy đủ rõ ràng , giáo viên đúng giờ , tạo nhiều điều kiện cho sinh viên .",positive,lecturer,validation,UIT-VSFC,slide bài giảng đầy_đủ rõ_ràng giáo_viên đúng giờ tạo nhiều điều_kiện sinh_viên
thầy rất nghiêm khắc .,negative,lecturer,validation,UIT-VSFC,thầy nghiêm_khắc
cần chú ý khắc phục .,negative,others,validation,UIT-VSFC,cần chú_ý khắc_phục
"vui vẻ , tận tình giải đáp thắc mắc .",positive,lecturer,validation,UIT-VSFC,vui_vẻ tận_tình giải_đáp thắc_mắc
"giảng viên giảng dạy quá áp lực , gây áp lực về điểm số cho sinh viên .",negative,lecturer,validation,UIT-VSFC,giảng_viên giảng_dạy quá áp_lực gây áp_lực điểm_số sinh_viên
"thiết bị thực hành không đáp ứng yêu cầu môn học , như router , switch .",negative,facility,validation,UIT-VSFC,thiết_thực_hành không đáp_ứng yêu_cầu môn_học router switch
"thầy giảng hay , dễ hiểu , bài tập cho về nhà vừa sức với em .",positive,lecturer,validation,UIT-VSFC,thầy giảng dễ hiểu bài_tập nhà vừa sức
nên có tiết thực hành hỗ trợ phần đồ án .,negative,training_program,validation,UIT-VSFC,tiết thực_hành hỗ_trợ phần đồ_án
"giảng viên giảng dạy nhiệt tình , tận tâm , dễ hiểu .",positive,lecturer,validation,UIT-VSFC,giảng_viên giảng_dạy nhiệt_tình tận_tâm dễ hiểu
nói chuyện điện thoại nhiều hơn giảng dạy .,negative,lecturer,validation,UIT-VSFC,nói_chuyện điện_thoại nhiều hơn giảng_dạy
giảng viên rất hòa đồng với học sinh .,positive,lecturer,validation,UIT-VSFC,giảng_viên hòa đồng học_sinh
khi dùng micro em nghe được hai giọng của thầy và của loa rất đau đầu .,negative,facility,validation,UIT-VSFC,dùng micro nghe hai giọng thầy loa đau_đầu
điều này như lướt qua đầu tụi em và nó chả để lại ấn tượng gì nên trong bài thi giữa kỳ đa số là sai phần bài tập .,negative,others,validation,UIT-VSFC,điều lướt đầu tụi nó chả ấn_tượng gì bài thi giữa kỳ đa_số sai phần bài_tập
còn nghỉ .,negative,lecturer,validation,UIT-VSFC,còn nghỉ
"quản lý lớp tốt , truyền đạt hay .",positive,lecturer,validation,UIT-VSFC,quản_lý lớp tốt truyền_đạt
"gần gũi , phương pháp dạy phù hợp .",positive,lecturer,validation,UIT-VSFC,gần_gũi phương_pháp dạy phù_hợp
"trong quá trình giải bài tập , giảng viên đưa ra nhiều nhận xét khác nhau , mỗi buổi lại giải một cách khác nhau khiến sinh khiên không xác định được cách làm , hoang mang .",negative,lecturer,validation,UIT-VSFC,quá_trình giải bài_tập giảng_viên đưa nhiều nhận_xét khác nhau buổi giải_cách khác nhau khiến sinh_khiên không xác_định cách làm hoang_mang
giao viên dạy rất nhiệt tình .,positive,lecturer,validation,UIT-VSFC,giao_viên dạy nhiệt_tình
"có bài thì một tuần deadline , có bài thì cả tháng mới deadline , có tuần thì deadline ba bài cùng lúc .",negative,training_program,validation,UIT-VSFC,bài tuần deadline bài cả tháng mới deadline tuần deadline ba bài lúc
"cô wzjwz82 dạy rất khó hiểu , nhiều bạn trong lớp không nắm được .",negative,lecturer,validation,UIT-VSFC,cô wzjwz82 dạy khó hiểu nhiều lớp không nắm
"hy vọng cô thay đổi cấu trúc đề thi thực hành , thực ra khó thì không khó lắm , nhưng đánh máy không kịp .",negative,lecturer,validation,UIT-VSFC,hy_vọng cô thay_đổi cấu_trúc đề_thi thực_hành thực_khó không khó lắm đánh_máy không kịp
"thầy tận tâm , nhiệt tình , giảng bài trên lớp kỹ .",positive,lecturer,validation,UIT-VSFC,thầy tận_tâm nhiệt_tình giảng bài lớp kỹ
giảng viên luôn nhiệt tình với sinh viên trong quá trình giảng dạy .,positive,lecturer,validation,UIT-VSFC,giảng_viên luôn nhiệt_tình sinh_viên quá_trình giảng_dạy
"cô dạy vui vẻ , thân thiện với sinh viên .",positive,lecturer,validation,UIT-VSFC,cô dạy vui_vẻ thân_thiện sinh_viên
môn học giúp hiểu rõ về từng ngành .,positive,training_program,validation,UIT-VSFC,môn_học giúp hiểu rõ từng ngành
"nhiệt huyết , vui tính .",positive,lecturer,validation,UIT-VSFC,nhiệt_huyết vui_tính
nên thường xuyên điểm danh hơn .,negative,lecturer,validation,UIT-VSFC,thường_xuyên điểm_danh hơn
cần phòng thực hành môn học .,negative,facility,validation,UIT-VSFC,cần phòng thực_hành môn_học
đây là một giảng viên có số lượng fan đông nhất trường .,positive,lecturer,validation,UIT-VSFC,giảng_viên số_lượng fan đông nhất trường
"thầy dạy và hướng dẫn sinh viên làm đồ án rất tốt và rất nhiệt tình , luôn giải đáp các câu hỏi của sinh viên rất nhanh .",positive,lecturer,validation,UIT-VSFC,thầy dạy hướng_dẫn sinh_viên làm đồ_án tốt nhiệt_tình luôn giải_đáp câu hỏi sinh_viên nhanh
nên mất tiết khá nhiều .,negative,training_program,validation,UIT-VSFC,mất_tiết khá nhiều
"sự nhiệt tình tận tâm , nếu có thể tăng tiết cho môn học này thì rất tốt ạ !",positive,lecturer,validation,UIT-VSFC,sự nhiệt_tình tận tâm_thể tăng_tiết môn_học tốt ạ
cô chấm bài tập còn khắt khe .,negative,lecturer,validation,UIT-VSFC,cô chấm bài_tập còn khắt_khe
cô nên sử dụng micro .,negative,lecturer,validation,UIT-VSFC,cô sử_dụng micro
chỗ thực hành rất nắng và nóng và dụng cụ thực hành rất có hạn .,negative,facility,validation,UIT-VSFC,chỗ thực_hành nắng_nóng dụng_cụ thực_hành hạn
chưa có diễn đàn trên courses .,negative,training_program,validation,UIT-VSFC,chưa diễn_đàn courses
giải bài tập nhiều hơn .,negative,lecturer,validation,UIT-VSFC,giải bài_tập nhiều hơn
nên nhanh chóng đưa thiết bị thật vào thực hành .,negative,facility,validation,UIT-VSFC,nhanh_chóng đưa_thiết thật thực_hành
"có nhiều trò chơi mới lạ , vui tươi .",positive,training_program,validation,UIT-VSFC,nhiều trò_chơi mới_lạ vui tươi
mở rộng hệ thống bài giảng .,neutral,training_program,validation,UIT-VSFC,mở_rộng hệ_thống bài giảng
đề thi ra không hợp lý .,negative,lecturer,validation,UIT-VSFC,đề thi không hợp_lý
"nội dung thi , kiểm tra quá rộng .",negative,training_program,validation,UIT-VSFC,nội_dung thi kiểm_tra quá rộng
"thân thiện , tận tình hướng dẫn .",positive,lecturer,validation,UIT-VSFC,thân_thiện tận_tình hướng_dẫn
"cô rất nhiệt tình , dạy kỹ .",positive,lecturer,validation,UIT-VSFC,cô nhiệt_tình dạy kỹ
giảng viên nên hướng dẫn sinh viên sử dụng myelt trong việc tự học ở nhà .,negative,lecturer,validation,UIT-VSFC,giảng_viên hướng_dẫn sinh_viên sử_dụng myelt tự học nhà
"cô giảng hay , truyền đạt được kiến thức đầy đủ .",positive,lecturer,validation,UIT-VSFC,cô giảng truyền_đạt kiến_thức đầy_đủ
luôn vui vẻ và rất nghiêm túc trong chuyện giảng dạy .,positive,lecturer,validation,UIT-VSFC,luôn vui_vẻ nghiêm_túc chuyện giảng_dạy
"do năm nay chường trình av nâng lên một bậc , nên cũng giống như em vừa học xong av1 , lại nhảy lên thẳng av3 của năm ngoái .",negative,lecturer,validation,UIT-VSFC,do năm nay chường trình av nâng lên bậc giống vừa học xong av1 nhảy lên thẳng av3 năm_ngoái
trong một khoảng thời gian ngắn không thể vừa tìm hiểu vừa làm được .,neutral,training_program,validation,UIT-VSFC,khoảng thời_gian ngắn không_thể vừa tìm_hiểu vừa làm
"cách dạy thầy rất tốt , nâng cao khả năng , kiến thức của sinh viên .",positive,lecturer,validation,UIT-VSFC,cách dạy thầy tốt nâng cao khả_năng kiến_thức sinh_viên
tài liệu .,neutral,training_program,validation,UIT-VSFC,tài_liệu
đưa ra nhiều ví dụ cụ thể minh họa cho bài giảng giúp cho sinh viên phân biệt rõ các khái niệm và nắm bắt bài học .,positive,lecturer,validation,UIT-VSFC,đưa nhiều ví_dụ cụ_thể minh_họa bài giảng giúp sinh_viên phân_biệt rõ khái_niệm nắm_bắt bài_học
"thầy dạy hay , thầy có kiến thức sâu rộng nhưng lại không lên lớp đủ giờ học , thường xuyên nghỉ học không được báo trước làm sinh viên rất hoang mang , thiếu kiến thức .",negative,lecturer,validation,UIT-VSFC,thầy dạy thầy kiến_thức sâu_rộng không lên_lớp đủ giờ học thường_xuyên nghỉ học không báo làm sinh_viên hoang_mang thiếu kiến_thức
giọng rõ dễ nghe .,positive,lecturer,validation,UIT-VSFC,giọng rõ dễ nghe
"đúng giờ , dễ hiểu .",positive,lecturer,validation,UIT-VSFC,đúng giờ dễ hiểu
em chưa bao giờ gặp giáo viên như vậy trong suốt 3 năm năm đại học .,neutral,lecturer,validation,UIT-VSFC,chưa bao_giờ gặp giáo_viên vậy suốt 3 năm năm đại_học
thiếu kinh nghiệm .,negative,lecturer,validation,UIT-VSFC,thiếu kinh_nghiệm
giảng viên khá tích cực trong việc trao đổi các vấn đề về đồ án với sinh viên .,positive,lecturer,validation,UIT-VSFC,giảng_viên khá tích_cực trao_đổi vấn_đề đồ_án sinh_viên
thời gian làm bài tập còn hơi dài .,negative,training_program,validation,UIT-VSFC,thời_gian làm bài_tập còn hơi dài
"giảng viên rất tâm huyết , nhiệt tình .",positive,lecturer,validation,UIT-VSFC,giảng_viên tâm_huyết nhiệt_tình
"lý thuyết quá nhiều , không nhiệt tình với sinh viên .",negative,lecturer,validation,UIT-VSFC,lý_thuyết quá nhiều không nhiệt_tình sinh_viên
hướng dẫn giải bài tập rất hay và chi tiết .,positive,lecturer,validation,UIT-VSFC,hướng_dẫn_giải bài_tập chi_tiết
thầy giảng bài dễ hiểu và tận tâm .,positive,lecturer,validation,UIT-VSFC,thầy giảng bài dễ hiểu tận_tâm
"thưa , thầy luôn nhiệt tâm và rất gần gũi với sinh viên .",positive,lecturer,validation,UIT-VSFC,thưa thầy luôn nhiệt_tâm gần_gũi sinh_viên
"cô dạy rất nhiệt tình , hiểu tâm lý sinh viên , rất vui tính .",positive,lecturer,validation,UIT-VSFC,cô dạy nhiệt_tình hiểu tâm_lý sinh_viên vui_tính
"môn học khá nặng và có nhiều phần rất khó hiểu , thời gian phân bố các chương cần có sự thay đổi cho phù hợp , một số phần khá khó nhưng chỉ học trong vòng vài tiết làm sinh viên rất khó hiểu .",negative,training_program,validation,UIT-VSFC,môn_học khá nặng nhiều phần khó hiểu thời_gian phân_bố chương cần sự thay_đổi phù_hợp số phần khá khó học vòng vài tiết làm sinh_viên khó hiểu
"học lý thuyết khác hẳn với thực hành , học nhiều buổi thực hành nhưng thầy chỉ cho 2 bài thực hành về sân bóng mà đa số sinh viên không hiểu đề .",negative,training_program,validation,UIT-VSFC,học lý_thuyết khác hẳn thực_hành học nhiều buổi thực_hành thầy 2 bài thực_hành sân bóng đa_số sinh_viên không hiểu đề
phương pháp dạy dễ hiểu .,positive,lecturer,validation,UIT-VSFC,phương_pháp dạy dễ hiểu
chất lượng đào tạo quá tốt .,positive,training_program,validation,UIT-VSFC,chất_lượng đào_tạo quá tốt
"em có ý kiến là thầy nên ra thêm nhiều bài tập , chia sẻ thêm nhiều tài liệu hơn .",negative,lecturer,validation,UIT-VSFC,ý_kiến thầy thêm nhiều bài_tập chia_sẻ thêm nhiều tài_liệu hơn
thầy giảng bài rất nhiệt tình và đầy đủ kiến thức của môn học .,positive,lecturer,validation,UIT-VSFC,thầy giảng bài nhiệt_tình đầy_đủ kiến_thức môn_học
"giảng viên đảm bảo đủ các buổi học , nhưng rất thường xuyên đến lớp trễ .",negative,lecturer,validation,UIT-VSFC,giảng_viên đảm_bảo đủ buổi học thường_xuyên lớp trễ
giọng thầy hơi nhỏ và đều đều làm sinh viên buồn ngủ .,negative,lecturer,validation,UIT-VSFC,giọng thầy hơi nhỏ làm sinh_viên buồn ngủ
"giảng viên dạy nhiệt tình , dễ hiểu , kỹ càng , chu đáo .",positive,lecturer,validation,UIT-VSFC,giảng_viên dạy nhiệt_tình dễ hiểu kỹ_càng chu_đáo
thầy vui vẻ tận tâm .,positive,lecturer,validation,UIT-VSFC,thầy vui_vẻ tận_tâm
"thầy dạy chi tiết , dễ hiểu bài , luôn đi vào các phần trọng tâm của bài .",positive,lecturer,validation,UIT-VSFC,thầy dạy chi_tiết dễ hiểu bài luôn đi phần trọng_tâm bài
"hiện nay theo em nhận thấy , trong khi lúc học thì sinh viên chỉ được học về doubledot kỹ năng ghi chép , kỹ tổ chức cuộc họp .",neutral,others,validation,UIT-VSFC,hiện_nay nhận thấy lúc học_sinh_viên học doubledot kỹ_năng ghi_chép kỹ tổ_chức cuộc họp
"giảng dạy hay , dễ hiểu .",positive,lecturer,validation,UIT-VSFC,giảng_dạy dễ hiểu
thầy truyền đạt nhiều kiến thức hay .,positive,lecturer,validation,UIT-VSFC,thầy truyền_đạt nhiều kiến_thức
"điểm thực hành nên chia ra nhiều mục doubledot chuyên cần , bài tập , kiểm tra , kiểm tra cuối kỳ .",negative,training_program,validation,UIT-VSFC,điểm thực_hành chia nhiều mục doubledot chuyên cần bài_tập kiểm_tra kiểm_tra cuối kỳ
"giảng viên nhiệt tình , đưa ra nhiều bài tập .",positive,lecturer,validation,UIT-VSFC,giảng_viên nhiệt_tình đưa nhiều bài_tập
"thầy dạy rất hay , rất dễ hiểu .",positive,lecturer,validation,UIT-VSFC,thầy dạy dễ hiểu
cô dạy có tâm nhất luôn colonlove .,positive,lecturer,validation,UIT-VSFC,cô dạy_tâm nhất luôn colonlove
"cô vui tính , hướng dẫn rất tận tình .",positive,lecturer,validation,UIT-VSFC,cô vui_tính hướng_dẫn tận_tình
"khả năng truyền đạt tốt , tận tâm , chu đáo .",positive,lecturer,validation,UIT-VSFC,khả_năng truyền_đạt tốt tận_tâm chu_đáo
"mong cô thay đổi một chút về phương pháp như sau , có lẽ sẽ giúp sinh viên tiếp cận dễ dàng với bài học hơn .",negative,lecturer,validation,UIT-VSFC,mong cô thay_đổi chút phương_pháp_lẽ giúp sinh_viên tiếp_cận dễ_dàng bài_học hơn
nên cho làm bài tập trên lớp sau mỗi chương .,negative,lecturer,validation,UIT-VSFC,làm bài_tập lớp chương
cô dạy hay nhiệt tình nhất trong những giáo viên anh văn em đã học !,positive,lecturer,validation,UIT-VSFC,cô dạy nhiệt_tình nhất giáo_viên anh văn_học
đi dạy luôn trễ từ 10 - 20 phút .,negative,lecturer,validation,UIT-VSFC,đi dạy luôn trễ 10 20 phút
hoạt động giảng dạy logic và dễ hiểu không có gì để ý kiến .,positive,lecturer,validation,UIT-VSFC,hoạt_động giảng_dạy logic dễ hiểu không gì ý_kiến
"thầy nhiệt tình , chỉ dạy dễ hiểu .",positive,lecturer,validation,UIT-VSFC,thầy nhiệt_tình dạy dễ hiểu
buồn ngủ .,negative,others,validation,UIT-VSFC,buồn ngủ
"thầy dạy hay , tận tình .",positive,lecturer,validation,UIT-VSFC,thầy dạy tận_tình
thầy đẹp trai nhưng trông có pha chút nữ tính .,negative,lecturer,validation,UIT-VSFC,thầy đẹp_trai trông pha chút nữ tính
"giáo viên chưa được tận tâm cho lắm , nhiều buổi thực hành giáo viên chỉ đến đưa thiết bị rồi đi họp .",negative,lecturer,validation,UIT-VSFC,giáo_viên chưa tận_tâm lắm nhiều buổi thực_hành giáo_viên đưa_thiết rồi đi họp
cách dạy của cô rất thoải mái không gò bó sinh viên .,positive,lecturer,validation,UIT-VSFC,cách dạy cô thoải_mái không gò_bó sinh_viên
"tận tình , truyền đạt dễ hiểu .",positive,lecturer,validation,UIT-VSFC,tận_tình truyền_đạt dễ hiểu
có nhiều trò chơi nhỏ .,positive,others,validation,UIT-VSFC,nhiều trò_chơi nhỏ
"trong giờ học thì không tập trung vào các nội dung chính của bài mà hỏi sinh viên những câu không liên quan , liên quan về vấn đề riêng tư , và em không thấy được sự áp dụng vô bài học .",negative,lecturer,validation,UIT-VSFC,giờ học không tập_trung nội_dung chính bài hỏi sinh_viên câu không liên_quan liên_quan vấn_đề riêng_tư không thấy sự áp_dụng vô bài_học
"phòng học còn rất là bụi , phấn viết bảng thì thiếu trầm trọng , khăn lau bảng thì rách tả tơi .",negative,facility,validation,UIT-VSFC,phòng học còn bụi phấn viết bảng thiếu trầm_trọng khăn lau bảng rách_tả tơi
nếu nghỉ học thì mong thầy báo sớm cho tụi em và mong thầy giải hoặc hướng tụi em cách làm một bài tập cũ hoặc mới một cách cụ thể hơn .,negative,lecturer,validation,UIT-VSFC,nghỉ học mong thầy báo sớm tụi mong thầy giải hướng tụi cách làm bài_tập cũ mới cách cụ_thể hơn
cho nhiều bài tập về nhà để luyện các kỹ năng nghe và đọc .,positive,lecturer,validation,UIT-VSFC,nhiều bài_tập nhà_luyện kỹ_năng nghe đọc
slide môn học có đôi chỗ bị sai .,negative,training_program,validation,UIT-VSFC,slide môn_học đôi chỗ sai
"phòng học được sắp xếp gần nơi thi công wzjwz125 ồn ào , không học được .",negative,facility,validation,UIT-VSFC,phòng học sắp_xếp gần nơi thi_công wzjwz125 ồn_ào không học
"giảng viên hòa đồng , nhiệt huyết , tận tâm .",positive,lecturer,validation,UIT-VSFC,giảng_viên hòa đồng nhiệt_huyết tận_tâm
chất lượng giảng dạy .,neutral,others,validation,UIT-VSFC,chất_lượng giảng_dạy
"nếu được thì mong nhà trường hoặc giảng viên giới thiệu rõ hơn về môn học , tầm ảnh hưởng tiên quyết của nó đối với các môn học chuyên ngành về sau .",negative,training_program,validation,UIT-VSFC,mong nhà_trường giảng_viên giới_thiệu rõ hơn môn_học tầm ảnh_hưởng tiên_quyết nó đối_môn học chuyên_ngành
do bản thân .,neutral,others,validation,UIT-VSFC,do bản_thân
"giảng viên hơi gầy , cần bồi bổ thể chất colonsmile .",negative,lecturer,validation,UIT-VSFC,giảng_viên hơi gầy cần bồi_bổ thể_chất colonsmile
"giáo viên vui tính , nhiệt huyết .",positive,lecturer,validation,UIT-VSFC,giáo_viên vui_tính nhiệt_huyết
"kiến thức sát với thực tế , được cập nhật .",positive,training_program,validation,UIT-VSFC,kiến_thức sát thực_tế cập_nhật
"thầy rất vui và dạy rất nhiệt tình , kiến thức rất rộng .",positive,lecturer,validation,UIT-VSFC,thầy vui dạy nhiệt_tình kiến_thức rộng
thiết bị còn quá cũ kỹ .,negative,facility,validation,UIT-VSFC,thiết còn quá cũ_kỹ
"cô đọc slides nhanh quá , ít giảng cụ thể và nêu ví dụ lên bảng .",negative,lecturer,validation,UIT-VSFC,cô đọc slides nhanh quá ít giảng cụ_thể nêu ví_dụ lên bảng
"nhiệt tình , vui vẻ , tận tâm .",positive,lecturer,validation,UIT-VSFC,nhiệt_tình vui_vẻ tận_tâm
thầy dạy rất có tâm và giúp chúng em hiểu rất sâu .,positive,lecturer,validation,UIT-VSFC,thầy dạy tâm giúp chúng hiểu sâu
giáo viên giảng dạy hay .,positive,lecturer,validation,UIT-VSFC,giáo_viên giảng_dạy
môn học rất khó hiểu .,neutral,training_program,validation,UIT-VSFC,môn_học khó hiểu
giáo viên giảng khó hiểu .,negative,lecturer,validation,UIT-VSFC,giáo_viên giảng khó hiểu
giảng dạy vui vẻ nhiệt tình gần gũi với sinh viên .,positive,lecturer,validation,UIT-VSFC,giảng_dạy vui_vẻ nhiệt_tình gần_gũi sinh_viên
một số máy còn không được cài đặt phần mềm thực hành .,negative,facility,validation,UIT-VSFC,số máy còn không cài_đặt phần_mềm thực_hành
thầy cực kỳ nhiệt tình !,positive,lecturer,validation,UIT-VSFC,thầy cực_kỳ nhiệt_tình
bài tập mang tính ứng dụng thực tế .,positive,training_program,validation,UIT-VSFC,bài_tập mang tính ứng_dụng thực_tế
đây là góp ý nhỏ của em để cô đỡ mệt thêm thôi ạ !,neutral,lecturer,validation,UIT-VSFC,góp_ý nhỏ cô đỡ mệt thêm thôi ạ
"còn ít tạo cơ hội cho sinh viên rèn luyện các kỹ năng quan trọng như nghe , nói nhiều .",negative,lecturer,validation,UIT-VSFC,còn ít tạo cơ_hội sinh_viên rèn_luyện kỹ_năng quan_trọng nghe nói nhiều
có hài lòng .,neutral,lecturer,validation,UIT-VSFC,hài_lòng
thời gian quá ngắn .,negative,others,validation,UIT-VSFC,thời_gian quá ngắn
thầy nhiệt tình giảng dạy dù có lúc không ai thèm nghe thầy nói .,positive,lecturer,validation,UIT-VSFC,thầy nhiệt_tình giảng_dạy dù lúc không ai thèm nghe thầy nói
thầy chỉ đến hỗ trợ khi sinh viên cần giúp .,negative,lecturer,validation,UIT-VSFC,thầy hỗ_trợ sinh_viên cần giúp
thực hành .,neutral,training_program,validation,UIT-VSFC,thực_hành
thầy liên hệ thực tiễn rất tốt .,positive,lecturer,validation,UIT-VSFC,thầy liên_hệ thực_tiễn tốt
môn mạng máy tính nên tăng cường thêm thời gian thực hành thay vì dạy nội dung môn học dạy quá nhiều lý thuyết dẫn đến gây khó hiểu cho sinh viên .,negative,training_program,validation,UIT-VSFC,môn mạng máy_tính tăng_cường thêm thời_gian thực_hành thay dạy nội_dung môn_học dạy quá nhiều lý_thuyết dẫn gây khó hiểu sinh_viên
"thầy hướng dẫn tận tâm , nhiệt tình !",positive,lecturer,validation,UIT-VSFC,thầy hướng_dẫn tận_tâm nhiệt_tình
"khả năng truyền đạt tốt , thân thiện với sinh viên .",positive,lecturer,validation,UIT-VSFC,khả_năng truyền_đạt tốt thân_thiện sinh_viên
nên sắp xếp lịch thực hành phù hợp với tiến độ giảng dạy lý thuyết .,negative,training_program,validation,UIT-VSFC,sắp_xếp lịch thực_hành phù_hợp tiến_độ giảng_dạy lý_thuyết
mong khoa đổi giảng viên cho môn này vào năm học sau .,negative,lecturer,validation,UIT-VSFC,mong khoa đổi giảng_viên môn năm_học
"thầy rất nhiệt tình giảng dạy , cho dù ít sinh viên .",positive,lecturer,validation,UIT-VSFC,thầy nhiệt_tình giảng_dạy dù ít sinh_viên
trang thiết bị nên được trang bị thường xuyên .,negative,facility,validation,UIT-VSFC,trang_thiết_trang thường_xuyên
thầy lên lớp rất đúng giờ .,positive,lecturer,validation,UIT-VSFC,thầy lên lớp đúng giờ
thường xuyên đi trễ và áp đặt sinh viên .,negative,lecturer,validation,UIT-VSFC,thường_xuyên đi trễ áp_đặt sinh_viên
khó gần .,negative,lecturer,validation,UIT-VSFC,khó gần
để thay đổi không khí và vừa nghỉ giải lao .,positive,others,validation,UIT-VSFC,thay_đổi không_khí vừa nghỉ giải_lao
cuối buổi học thầy chia sẻ kinh nghiệm để tụi em có thể học tốt hơn .,positive,training_program,validation,UIT-VSFC,cuối buổi học thầy chia_sẻ kinh_nghiệm tụi_thể học tốt hơn
"nhiệt tình với sinh viên , luôn đáp ứng và trả lời câu hỏi khi sinh viên thắc mắc .",positive,lecturer,validation,UIT-VSFC,nhiệt_tình sinh_viên luôn đáp_ứng trả_lời câu hỏi sinh_viên thắc_mắc
"thầy chơi đểu em nhé , gọi em 2 lần làm em 1 con dấu nợ đấy !",negative,lecturer,validation,UIT-VSFC,thầy chơi đểu nhé gọi 2 lần làm 1 con_dấu nợ đấy
sinh viên có nhiều môn học nên khó mà chỉ đầu tư quá nhiều cho một môn .,negative,training_program,validation,UIT-VSFC,sinh_viên nhiều môn_học khó đầu_tư quá nhiều môn
đa số các kiến thức của môn sinh viên phải tự học hoặc học hỏi lẫn nhau mà không có hướng dẫn .,negative,training_program,validation,UIT-VSFC,đa_số kiến_thức môn sinh_viên phải tự học học_hỏi lẫn nhau không hướng_dẫn
"chương trình quá nặng , quá nhiều yêu cầu dễ bị quá tải .",negative,others,validation,UIT-VSFC,chương_trình quá nặng quá nhiều yêu_cầu dễ quá_tải
nên biên soạn tài liệu tiếng việt đi kèm .,negative,training_program,validation,UIT-VSFC,biên_soạn tài_liệu tiếng việt đi kèm
yêu cầu môn học thì mập mờ và thiếu thực tế .,negative,training_program,validation,UIT-VSFC,yêu_cầu môn_học mập_mờ thiếu thực_tế
thầy dạy đủ buổi .,neutral,lecturer,validation,UIT-VSFC,thầy dạy đủ buổi
"thầy dạy nhiệt tình , có sự tương tác giữa người dạy và học trong suốt quá trình học tập .",positive,lecturer,validation,UIT-VSFC,thầy dạy nhiệt_tình_sự tương_tác giữa người dạy_học suốt quá_trình học_tập
"thầy tâm lý , vui tính .",positive,lecturer,validation,UIT-VSFC,thầy tâm_lý vui_tính
"các mục được đánh "" không ý kiến "" có nghĩa là em đồng ý với điều được hỏi , không ý kiến gì .",neutral,others,validation,UIT-VSFC,mục đánh không ý_kiến nghĩa đồng_ý điều hỏi không ý_kiến gì
phòng quá nóng và chói làm máy chiếu bị mờ .,negative,facility,validation,UIT-VSFC,phòng quá nóng_chói làm máy_chiếu mờ
sử dụng giờ lên lớp chưa hợp lý .,negative,lecturer,validation,UIT-VSFC,sử_dụng giờ lên_lớp chưa hợp_lý
thầy dạy hay cho nhiều bài tập .,positive,lecturer,validation,UIT-VSFC,thầy dạy nhiều bài_tập
"tận tình , giảng rõ ràng .",positive,lecturer,validation,UIT-VSFC,tận tình_giảng rõ_ràng
thầy rất tích cực trong quá trình giảng dạy .,positive,lecturer,validation,UIT-VSFC,thầy tích_cực quá_trình giảng_dạy
khó tiếp cận nội dung vì slide toàn tiếng anh .,negative,training_program,validation,UIT-VSFC,khó tiếp_cận nội_dung slide toàn tiếng anh
thầy vui tính nhiệt tình .,positive,lecturer,validation,UIT-VSFC,thầy vui_tính nhiệt_tình
chưa giảng chi tiết những bài tập sinh viên không làm được .,negative,lecturer,validation,UIT-VSFC,chưa giảng chi_tiết bài_tập sinh_viên không làm
"giảng viên nhiệt tình , giảng dễ hiểu .",positive,lecturer,validation,UIT-VSFC,giảng_viên nhiệt_tình_giảng dễ hiểu
"nội dung thực hành còn sơ sài , giảng viên chưa hướng dẫn , thông báo trước hay giảng giải về nội dung thực hành .",negative,lecturer,validation,UIT-VSFC,nội_dung thực_hành còn sơ_sài giảng_viên chưa hướng_dẫn thông_báo giảng_giải nội_dung thực_hành
"thầy rất thương sinh viên , sẵn sàng nói lại kiến thức lý thuyết khi sinh viên chưa hiểu .",positive,lecturer,validation,UIT-VSFC,thầy thương sinh_viên sẵn_sàng nói kiến_thức lý_thuyết sinh_viên chưa hiểu
"nhiệt tình , truyền đạt tốt , hiệu quả .",positive,lecturer,validation,UIT-VSFC,nhiệt_tình truyền_đạt tốt hiệu_quả
"có thể ta sẽ tìm thấy được một phương pháp lập trình cho bài toán đó tối ưu hơn , hay hơn .",positive,training_program,validation,UIT-VSFC,thể ta tìm thấy phương_pháp lập_trình bài_toán tối_ưu hơn hơn
em rất thích cách dạy này !,positive,lecturer,validation,UIT-VSFC,thích cách dạy
"phòng lab kém , buổi đầu tiên không cài visual , buổi thứ 2 cũng không cài , buổi thứ 3 cũng vậy sinh viên không đi thực hành !",negative,facility,validation,UIT-VSFC,phòng lab kém buổi đầu_tiên không cài visual buổi thứ 2 không cài buổi thứ 3 vậy sinh_viên không đi thực_hành
rất dễ hiểu .,positive,lecturer,validation,UIT-VSFC,dễ hiểu
"thầy dạy có tâm , nhiệt tình , chấm điểm công bằng .",positive,lecturer,validation,UIT-VSFC,thầy dạy tâm_nhiệt_tình chấm điểm công_bằng
"thầy dạy thêm nhiều kiến thức hay , chia sẻ cho lớp nhiều kinh nghiệm đã từng học và đi làm của thầy , em thấy rất hứng thú .",positive,lecturer,validation,UIT-VSFC,thầy dạy thêm nhiều kiến_thức chia_sẻ lớp nhiều kinh_nghiệm từng học đi làm thầy thấy hứng thú
